Crop,pH,EC,Organic_Carbon,Nitrogen,Phosphorus,Potassium,Sulphur,Zinc,Iron,Copper,Manganese,Boron
Banana,7.08,1.02,0.75,587,32,593,37,1.39,5.14,0.95,5.13,0.94
Soybean,7.88,0.54,1.07,411,37,386,56,1.23,5.68,0.85,3.42,0.62
Groundnut,5.9,1.46,0.29,388,9,195,36,1.02,8.33,0.81,1.03,1.36
Tomato,5.64,0.65,0.56,289,34,485,24,1.66,2.76,0.86,3.3,0.83
Tomato,5.77,1.0,1.1,641,37,436,17,1.08,7.3,1.95,3.34,1.4
Wheat,5.88,1.13,1.12,447,26,341,60,0.82,8.68,1.53,4.77,0.12
Banana,7.53,1.19,0.26,322,32,580,35,1.11,2.18,0.81,7.73,0.83
Tur,6.82,0.7,0.49,504,14,114,48,1.14,3.46,1.53,4.52,1.02
Tur,5.55,0.32,0.28,335,21,266,20,1.65,5.23,1.5,5.36,1.03
Tomato,6.83,0.86,0.36,536,34,163,31,1.02,5.76,0.59,4.95,0.4
Jowar,5.99,0.12,0.38,561,19,487,28,0.71,6.34,0.88,3.31,0.55
Onion,7.24,1.36,1.05,441,26,164,18,0.88,3.78,0.24,4.71,1.01
Gram,6.52,1.04,0.61,213,13,247,21,1.1,2.06,1.13,7.53,0.4
Groundnut,6.14,0.99,0.8,209,38,500,9,1.46,4.89,1.03,7.16,0.2
Rice,5.71,0.37,0.23,283,15,367,11,1.38,7.06,1.65,2.32,0.79
Jowar,5.64,0.86,1.06,297,20,461,41,1.51,8.52,1.59,3.46,1.2
Tur,7.26,0.74,1.11,270,36,457,42,0.87,4.75,0.96,2.46,0.28
Wheat,5.67,0.83,0.54,634,29,476,39,1.74,7.22,1.71,4.63,1.04
Maize,8.07,0.85,0.69,360,16,427,31,0.78,6.5,1.72,2.86,0.99
Banana,6.43,1.21,0.47,226,9,595,8,1.24,6.67,1.87,6.39,0.24
Grapes,7.48,0.57,1.18,367,22,100,50,1.36,7.81,0.65,6.94,1.4
Bajra,8.08,0.26,0.62,205,29,169,27,0.25,4.47,1.44,5.73,1.29
Tur,6.38,0.38,0.81,166,11,340,5,1.22,9.0,0.65,2.78,0.16
Grapes,7.22,0.15,0.93,514,19,288,41,1.1,8.45,0.12,4.03,0.51
Sugarcane,6.47,1.25,0.35,328,10,487,56,0.27,5.71,1.46,5.35,0.2
Grapes,6.65,0.99,1.03,245,7,108,53,0.61,3.26,1.56,5.94,1.17
Grapes,8.08,1.03,1.12,171,30,464,19,0.21,7.55,1.85,4.48,0.7
Jowar,8.05,0.3,0.41,588,45,466,48,1.6,6.15,0.8,2.88,0.86
Rice,6.13,1.33,1.06,590,38,161,28,1.0,8.95,0.57,6.16,0.84
Sugarcane,5.8,0.53,0.9,390,37,529,37,0.5,9.43,0.99,5.0,1.29
Rice,7.84,0.51,1.16,482,19,442,46,1.02,6.6,0.11,4.31,0.59
Tomato,7.93,1.14,1.06,353,9,349,55,1.03,2.29,1.58,5.02,0.72
Bajra,5.78,0.97,0.78,498,44,296,25,1.23,8.16,1.8,6.01,0.87
Soybean,5.91,0.46,0.79,297,11,554,42,1.97,5.63,1.12,1.23,1.28
Sugarcane,6.76,1.36,0.71,421,14,343,35,1.14,3.47,0.51,1.54,1.29
Maize,7.45,0.83,1.19,394,36,226,47,0.99,5.31,0.73,2.09,1.31
Rice,6.58,0.88,0.26,562,45,593,6,1.13,8.93,1.75,1.37,0.45
Tomato,6.49,0.79,0.32,491,8,163,35,0.59,9.84,0.67,7.78,0.1
Cotton,5.75,0.21,1.16,390,19,320,58,1.41,2.61,1.11,3.23,0.3
Banana,6.13,0.34,1.18,314,8,459,36,0.85,8.45,0.61,4.14,0.19
Groundnut,7.7,1.19,0.86,231,28,277,37,1.72,4.38,1.58,6.9,0.94
Tur,7.13,0.47,0.86,617,10,452,31,0.92,9.16,1.73,3.01,0.44
Tomato,6.56,1.33,0.26,522,20,357,55,1.23,9.29,1.62,4.93,0.97
Grapes,8.43,1.45,0.91,215,31,479,58,1.47,7.66,1.19,5.31,1.05
Soybean,7.28,0.51,1.18,550,34,437,37,1.94,2.09,0.1,1.14,0.47
Bajra,6.86,0.94,0.42,546,19,381,13,0.9,6.34,0.26,3.04,1.23
Cotton,6.65,0.11,0.9,388,40,184,28,1.11,5.56,1.66,4.28,0.82
Onion,8.02,1.19,1.13,441,42,258,44,1.31,2.43,1.46,4.33,0.63
Onion,8.18,1.24,0.3,640,16,377,23,1.31,8.99,0.34,7.37,1.01
Jowar,8.02,1.33,1.09,401,27,217,49,0.61,6.88,1.74,3.07,0.93
Groundnut,5.74,0.62,0.77,397,39,394,42,1.23,4.59,1.63,4.78,0.37
Groundnut,6.82,0.57,0.62,548,34,360,55,0.66,5.52,1.37,2.59,0.15
Sugarcane,6.7,1.06,0.69,274,34,478,34,0.49,3.33,1.92,7.16,0.21
Groundnut,6.85,1.16,0.76,302,7,166,49,1.54,3.36,0.68,3.52,1.38
Tomato,5.65,0.96,0.65,314,36,239,45,0.26,9.86,0.78,2.5,0.64
Rice,7.68,1.25,0.32,524,22,466,16,1.13,8.76,0.13,5.35,1.47
Onion,7.64,0.46,0.52,213,29,125,26,1.67,6.43,1.53,7.08,0.44
Bajra,5.61,0.49,0.9,370,40,317,53,1.21,8.09,0.82,4.84,0.79
Bajra,8.05,1.22,0.7,613,32,359,51,1.7,8.01,1.49,6.16,0.48
Tomato,6.2,1.16,0.91,374,43,273,8,0.98,9.71,1.23,5.77,0.52
Wheat,6.94,0.78,0.92,357,8,219,25,1.3,8.23,0.68,1.15,0.76
Tur,6.45,1.0,0.35,483,41,230,18,1.46,9.11,0.65,6.91,0.63
Grapes,6.26,1.29,0.33,249,16,107,49,0.88,4.15,0.26,5.16,1.48
Cotton,6.96,1.12,0.47,375,33,322,16,0.84,4.97,1.14,4.16,1.41
Sugarcane,7.5,0.58,0.79,463,22,568,38,1.91,9.73,1.67,5.98,0.77
Soybean,6.38,1.46,0.59,314,19,202,18,1.47,5.77,0.96,2.42,0.29
Onion,8.24,0.71,0.27,630,9,169,8,1.35,5.86,1.91,7.74,1.47
Sugarcane,7.06,1.08,0.29,326,42,152,6,0.57,7.59,1.9,4.98,1.38
Onion,7.66,0.44,0.26,455,12,301,39,1.73,3.77,0.7,1.38,0.75
Grapes,7.07,1.43,0.66,406,41,159,46,0.84,7.61,0.18,1.35,1.04
Groundnut,8.3,0.34,0.28,619,24,492,20,1.15,5.21,1.56,6.09,1.25
Grapes,7.25,0.39,0.57,479,30,142,7,0.4,4.74,1.23,3.39,1.36
Bajra,6.7,0.71,0.3,187,22,442,29,1.0,3.75,0.23,6.93,0.58
Tur,8.25,0.66,0.95,495,6,135,29,0.79,8.13,1.08,1.42,0.14
Sugarcane,6.58,0.99,0.22,327,28,309,56,1.34,3.63,0.86,5.76,0.5
Rice,6.28,0.37,0.62,264,37,469,39,0.78,2.35,1.28,3.94,0.79
Sugarcane,7.21,1.31,0.95,588,17,302,14,1.77,4.39,1.85,6.84,0.28
Onion,8.41,0.23,0.34,313,7,219,59,0.22,3.76,1.75,6.35,1.12
Soybean,7.35,1.33,0.93,363,5,295,34,1.86,8.74,0.53,2.81,0.41
Banana,6.3,0.84,0.9,512,33,324,9,1.01,6.67,1.76,6.54,0.41
Rice,6.14,1.46,0.93,550,41,129,19,1.75,9.01,0.53,2.68,0.94
Bajra,6.46,0.14,0.8,168,14,592,46,1.39,7.8,1.88,7.97,1.32
Bajra,6.49,0.83,0.67,377,25,518,58,0.97,5.98,0.79,1.35,1.35
Wheat,8.38,0.53,1.17,311,34,260,24,0.25,8.3,0.7,4.59,1.41
Tomato,6.95,0.87,0.45,607,35,521,35,1.28,5.64,0.4,3.7,1.26
Banana,7.3,1.43,0.67,424,45,515,13,1.74,8.52,1.1,3.48,1.46
Maize,6.46,1.26,0.63,151,12,403,45,1.51,8.42,0.43,1.63,0.3
Rice,7.43,1.2,0.75,336,33,193,51,1.52,2.57,0.85,6.24,1.44
Rice,8.23,0.91,0.69,270,24,379,27,1.88,8.22,0.85,4.68,0.76
Gram,7.53,1.15,0.43,385,45,389,39,0.95,8.35,0.11,2.42,0.41
Jowar,5.99,1.24,0.51,637,22,336,29,1.15,5.4,1.35,4.21,1.43
Grapes,8.48,0.74,1.07,493,28,313,60,1.93,3.75,0.51,6.58,1.22
Cotton,5.63,1.16,0.83,366,11,552,34,0.64,8.32,0.36,3.83,1.08
Cotton,7.45,0.55,0.32,477,25,486,39,1.11,8.73,0.66,5.57,0.83
Tur,5.86,1.13,0.35,591,8,223,45,0.84,9.11,0.41,5.51,1.12
Rice,7.91,0.55,1.2,167,38,124,19,0.71,3.0,0.79,7.78,0.34
Rice,8.5,1.26,0.34,471,24,350,30,1.52,7.21,0.72,2.88,0.65
Tur,5.53,1.45,0.3,377,36,256,33,0.68,5.77,1.01,6.84,0.9
Grapes,6.2,0.37,0.8,461,29,394,58,0.84,4.27,1.61,2.97,0.13
Wheat,6.03,0.37,0.68,198,8,275,60,1.68,6.32,0.83,2.43,1.37
Wheat,7.84,1.37,0.36,618,34,322,9,1.48,4.17,1.28,2.22,0.8
Onion,6.2,0.92,0.99,172,13,469,54,0.86,2.31,1.68,5.96,0.74
Cotton,6.96,0.87,1.07,612,40,213,45,0.47,5.05,1.91,4.19,1.37
Sugarcane,8.37,1.01,0.26,448,29,542,57,1.27,5.71,0.33,7.93,1.21
Jowar,7.24,0.62,0.82,559,30,488,42,0.89,7.46,0.53,3.61,1.24
Grapes,8.46,1.28,0.52,497,21,180,40,0.39,2.5,1.19,2.81,0.26
Groundnut,6.34,0.27,0.54,451,35,536,51,0.8,2.47,1.49,1.83,0.44
Sugarcane,8.18,1.22,1.06,649,21,113,10,0.36,9.7,0.57,3.27,0.92
Tomato,7.76,1.14,0.79,193,38,393,35,0.24,3.71,0.7,5.11,1.3
Tur,7.47,0.98,1.16,618,29,189,30,1.39,4.55,1.78,7.08,0.94
Bajra,6.31,0.39,0.24,283,43,384,6,1.44,2.33,0.54,2.08,0.39
Rice,7.59,0.11,0.39,395,30,144,40,1.23,7.79,1.16,5.34,0.68
Wheat,6.53,1.12,1.01,431,21,209,34,1.27,5.97,0.17,1.74,0.61
Cotton,6.27,1.12,0.78,464,21,498,59,1.35,3.76,0.17,6.07,0.32
Sugarcane,6.43,1.23,0.96,364,25,164,43,0.21,7.29,1.83,2.26,1.42
Jowar,7.97,0.8,0.5,294,10,358,52,1.55,8.76,1.34,3.87,0.9
Soybean,6.61,0.82,0.37,163,20,177,27,0.65,4.72,1.25,7.41,0.71
Onion,7.67,0.78,1.2,297,8,409,8,0.4,4.37,1.9,7.3,1.41
Onion,7.92,0.23,0.6,425,26,524,12,1.51,4.06,1.22,6.15,1.4
Tur,8.15,1.21,0.81,180,33,397,38,1.73,5.64,0.97,6.73,0.39
Rice,6.65,0.13,1.19,429,22,302,45,0.9,6.32,0.22,1.52,0.93
Tur,6.55,1.0,0.43,281,21,490,6,0.69,5.58,0.89,1.41,0.55
Soybean,7.54,0.18,0.77,650,26,337,55,0.55,2.84,0.37,6.97,0.24
Soybean,5.83,0.27,0.87,189,44,484,20,0.95,7.62,0.84,4.12,0.89
Tur,5.96,0.36,0.46,216,26,180,23,1.44,3.13,1.93,1.82,0.98
Onion,5.79,0.38,0.82,580,5,338,39,1.74,4.22,0.51,3.24,0.99
Rice,6.74,0.91,0.76,374,45,569,59,0.44,2.08,1.74,4.46,0.16
Jowar,8.33,0.13,0.7,468,43,521,35,0.34,9.4,0.34,7.43,0.88
Jowar,6.5,0.92,1.14,586,37,435,55,0.82,5.5,1.16,2.55,0.91
Gram,6.79,0.88,0.37,357,17,370,9,1.54,4.93,1.64,7.84,1.07
Rice,5.95,0.28,0.77,369,11,111,57,1.64,9.09,0.25,4.23,0.41
Grapes,7.19,1.31,0.72,410,12,147,12,0.91,2.34,1.53,6.54,0.22
Groundnut,6.11,0.29,1.14,602,13,377,32,0.61,9.84,1.64,1.47,0.35
Groundnut,7.22,0.75,1.19,522,7,275,59,0.76,2.04,1.65,5.89,0.25
Onion,6.38,1.38,0.7,410,17,231,27,1.2,2.36,1.06,2.86,0.69
Onion,6.9,0.39,0.75,566,45,307,48,0.82,8.95,1.33,5.26,1.2
Banana,6.58,0.13,0.73,511,23,242,24,0.68,3.04,0.81,7.95,1.4
Cotton,6.74,0.76,1.03,409,7,227,43,1.46,8.62,0.46,1.58,0.49
Cotton,7.43,0.95,0.58,522,19,197,45,1.44,7.23,0.67,5.27,1.41
Bajra,6.47,0.97,0.71,478,18,562,17,0.21,6.66,1.42,5.04,0.38
Jowar,5.57,0.94,1.04,246,27,180,24,1.9,7.97,1.88,5.56,0.49
Banana,6.77,0.39,0.57,528,6,227,18,1.88,9.16,1.64,7.31,0.51
Sugarcane,6.14,0.66,1.13,196,21,518,23,1.7,5.88,1.58,4.18,1.27
Jowar,6.36,1.49,0.57,177,13,179,50,1.33,3.0,0.31,1.27,0.73
Onion,6.5,0.38,0.64,280,30,508,24,0.51,3.03,1.67,7.95,1.16
Banana,6.25,0.13,0.76,357,14,294,24,0.77,8.93,1.3,6.05,0.34
Tomato,7.58,1.38,0.64,263,15,249,33,1.12,7.3,1.29,7.49,1.13
Groundnut,6.23,1.22,0.95,614,15,561,60,1.64,6.98,0.65,6.05,1.31
Onion,5.91,0.29,1.03,543,45,485,54,1.21,7.02,0.98,6.3,0.48
Bajra,6.17,0.12,0.24,200,27,342,19,1.45,4.66,0.98,5.86,0.14
Gram,7.11,0.12,1.2,505,21,133,55,1.94,7.45,0.17,6.19,0.49
Wheat,7.11,1.36,0.48,173,44,141,29,0.24,7.44,0.19,4.51,1.22
Rice,5.54,0.85,0.35,187,5,284,6,0.78,6.32,1.9,7.96,0.37
Jowar,7.01,0.69,1.01,414,7,473,7,0.63,9.45,0.26,2.03,1.22
Soybean,5.63,1.29,1.06,598,32,115,59,1.88,9.37,0.77,7.85,0.4
Gram,7.5,0.66,0.78,177,19,102,17,0.36,3.44,1.29,3.27,1.38
Grapes,5.8,1.08,0.8,164,40,201,59,1.35,4.86,1.58,7.38,0.53
Tomato,7.32,1.42,0.45,372,24,338,18,1.24,7.31,1.51,6.41,0.35
Onion,7.11,0.64,0.24,597,21,402,38,0.67,5.95,0.18,2.65,0.26
Tomato,7.52,1.44,0.93,295,14,485,34,1.0,3.88,0.97,4.47,0.35
Gram,7.94,1.3,0.24,406,11,119,23,1.11,3.18,0.84,7.07,0.19
Cotton,6.24,1.34,0.86,223,33,548,24,1.26,3.91,1.22,7.73,0.32
Maize,6.79,1.06,0.22,303,26,405,48,1.63,2.01,1.27,4.79,1.39
Jowar,5.81,0.2,0.77,537,25,200,28,0.26,4.07,0.27,4.22,0.63
Grapes,7.56,1.22,0.82,189,7,183,52,0.63,8.38,1.56,2.89,0.94
Tur,7.19,0.19,0.44,642,45,402,25,1.95,3.59,1.01,4.05,1.45
Onion,7.03,0.31,1.13,598,6,421,24,1.77,8.06,1.71,1.34,0.91
Wheat,5.88,0.79,0.86,229,11,130,58,1.95,2.61,1.67,3.27,1.33
Bajra,6.31,1.35,1.06,394,12,405,53,1.21,4.55,0.7,5.82,0.74
Sugarcane,8.28,0.69,0.58,291,23,341,55,0.55,3.42,0.65,6.45,1.06
Grapes,5.82,0.36,0.55,400,43,294,11,0.23,6.2,1.89,5.56,0.11
Sugarcane,5.99,0.56,1.14,459,33,373,24,1.59,8.96,0.76,7.69,0.65
Onion,7.4,0.37,0.69,177,32,352,33,0.79,2.96,0.15,6.06,0.87
Soybean,8.14,0.92,0.64,579,33,126,29,0.33,2.09,1.77,5.91,0.19
Groundnut,6.62,0.95,1.03,364,38,548,15,0.41,7.36,1.17,5.93,0.49
Soybean,6.7,1.37,0.79,352,43,106,50,1.72,9.68,1.57,5.51,0.36
Bajra,7.93,1.47,0.94,221,32,570,8,1.51,9.42,0.38,7.76,0.89
Tur,6.44,0.11,0.84,637,38,261,54,1.12,6.88,0.19,2.56,0.19
Cotton,6.64,1.22,0.42,546,21,416,38,0.24,3.56,1.03,1.24,0.14
Banana,6.01,0.93,1.04,297,28,275,46,1.08,5.68,0.81,5.14,0.63
Wheat,7.09,0.77,0.47,633,10,465,51,0.45,8.69,0.13,6.21,1.46
Cotton,5.77,1.06,0.54,567,32,356,51,1.89,9.73,0.89,3.41,0.22
Gram,6.11,0.29,0.84,596,11,182,52,1.8,6.74,1.76,7.99,1.29
Groundnut,8.34,0.38,1.09,648,21,484,31,1.13,3.63,1.77,5.31,0.22
Grapes,5.99,1.46,0.69,304,25,175,41,0.35,9.47,1.15,6.51,1.33
Grapes,7.15,0.39,0.42,158,6,233,52,0.69,9.92,0.36,7.85,0.23
Tomato,8.0,0.8,0.61,494,27,414,23,0.61,4.33,1.12,7.09,0.2
Tur,7.52,0.59,0.61,470,5,341,50,1.84,9.39,0.17,3.44,0.71
Jowar,6.76,0.11,1.05,517,42,582,32,0.55,7.4,1.25,4.28,0.51
Gram,7.71,0.22,1.15,336,17,100,46,1.38,6.13,0.26,2.17,0.58
Banana,7.01,0.7,0.42,448,45,146,51,0.37,8.95,1.27,1.67,0.46
Tomato,7.15,1.45,1.17,613,8,537,48,0.82,8.17,0.97,3.54,1.18
Bajra,6.96,1.1,0.38,446,13,266,22,1.68,4.48,1.05,4.61,1.11
Rice,6.14,1.48,1.14,167,5,300,36,0.23,9.0,0.94,4.69,1.43
Tur,7.2,0.41,0.49,637,42,310,19,1.45,7.62,0.18,5.0,0.95
Tomato,6.58,0.44,0.97,444,44,556,35,0.7,6.5,1.86,6.4,1.23
Wheat,6.54,0.4,0.6,383,34,515,38,1.53,5.78,0.7,2.61,0.88
Gram,8.29,1.1,1.07,568,11,420,24,0.92,9.56,1.58,2.28,0.11
Bajra,5.72,0.35,0.94,176,31,411,30,0.68,8.97,0.89,6.25,1.16
Cotton,8.22,1.49,0.51,596,27,330,49,1.71,6.22,1.4,1.08,0.51
Banana,7.83,0.48,1.12,578,43,336,23,1.93,6.3,0.49,2.42,1.14
Wheat,8.29,0.56,0.72,421,13,328,52,0.21,4.28,1.55,3.38,0.87
Wheat,7.18,1.31,1.09,415,34,412,10,0.89,6.8,0.57,5.07,0.61
Tur,6.13,0.17,0.98,299,13,583,29,1.35,9.33,0.2,4.85,1.1
Groundnut,7.98,1.3,0.84,589,11,420,18,0.95,2.65,0.97,1.79,1.13
Groundnut,8.01,1.35,0.21,599,23,493,57,1.25,8.82,0.8,5.39,0.43
Maize,7.88,0.33,0.22,478,31,341,46,0.47,6.59,1.92,4.99,0.71
Tur,6.37,0.12,0.85,547,40,557,57,1.96,2.27,0.25,3.02,1.45
Onion,6.89,1.25,0.95,482,38,590,14,0.8,3.35,1.32,3.08,0.81
Sugarcane,7.98,0.37,0.96,293,32,566,40,0.58,9.33,1.15,3.77,0.75
Wheat,6.21,1.45,0.91,366,7,117,10,0.87,7.37,1.36,5.23,1.49
Jowar,5.73,0.53,0.31,176,24,475,29,1.54,7.74,0.67,6.02,1.44
Gram,6.4,0.42,0.42,630,12,372,53,0.94,4.04,1.43,2.01,0.76
Groundnut,8.36,0.55,0.54,469,40,402,43,0.24,3.82,1.14,3.91,1.45
Banana,8.05,1.15,1.14,197,13,303,40,0.3,5.99,0.74,5.52,0.83
Rice,8.36,1.27,0.54,576,16,366,54,0.74,5.6,1.19,1.73,1.21
Maize,5.51,1.24,0.62,157,16,178,38,0.56,3.09,1.29,1.98,0.99
Wheat,6.16,0.74,1.19,208,11,421,9,1.28,3.75,1.24,5.12,0.18
Tur,7.06,0.44,0.37,228,13,350,21,1.6,5.35,0.63,7.59,1.18
Gram,6.57,0.58,0.95,438,35,232,9,1.52,9.04,0.49,6.44,1.44
Bajra,7.51,0.49,0.54,246,26,282,35,1.64,5.85,1.71,4.59,1.18
Soybean,5.8,1.46,0.28,168,42,460,46,0.79,6.56,0.91,4.87,1.2
Onion,7.67,1.14,0.87,256,8,373,28,0.56,4.77,1.45,1.73,1.33
Gram,8.05,0.19,0.45,262,26,269,24,1.84,2.61,0.75,6.71,1.01
Groundnut,5.51,0.63,1.15,253,7,153,33,0.66,4.28,0.74,1.8,0.78
Cotton,7.31,1.15,0.79,550,42,246,31,0.32,9.32,1.86,4.71,1.41
Maize,6.15,0.3,0.6,162,28,300,17,1.22,5.3,0.89,5.52,1.24
Soybean,6.79,0.24,1.02,355,13,249,34,0.66,2.08,0.67,3.45,1.0
Wheat,8.0,0.23,0.65,280,41,431,19,0.72,7.02,1.95,2.61,0.39
Wheat,7.96,0.72,1.03,206,39,396,51,0.97,4.78,1.56,6.86,0.79
Maize,6.44,0.21,1.0,348,43,342,26,0.3,5.15,1.92,1.69,1.49
Wheat,7.64,0.91,0.56,590,9,357,9,1.54,2.93,0.13,3.03,0.45
Rice,7.08,1.14,1.09,578,12,542,47,1.18,5.98,0.15,6.89,1.24
Groundnut,7.03,0.7,0.21,554,37,218,41,1.2,8.37,1.69,2.39,0.77
Soybean,6.59,0.59,1.02,644,23,461,50,0.95,6.88,1.84,2.25,1.02
Sugarcane,7.76,0.89,0.37,355,34,267,18,1.43,8.0,1.02,7.12,0.69
Sugarcane,7.63,0.59,1.09,478,29,140,23,1.18,9.94,1.18,1.84,0.81
Bajra,8.16,0.2,1.16,221,41,517,51,1.89,2.75,1.39,3.28,0.32
Grapes,8.01,0.66,0.46,296,16,246,23,1.73,6.06,0.76,1.08,1.34
Sugarcane,5.94,0.72,0.76,380,18,400,5,1.6,2.51,1.44,7.93,0.65
Tur,7.27,1.22,0.46,440,32,278,53,0.26,3.88,0.71,3.22,0.25
Groundnut,5.89,1.18,0.21,427,10,424,6,1.17,3.71,1.56,3.45,0.59
Sugarcane,8.42,0.33,0.91,576,21,358,28,1.0,4.57,1.18,4.6,0.18
Jowar,7.99,0.95,0.57,478,36,428,53,1.88,9.61,1.31,7.99,0.42
Tur,5.93,0.3,0.97,623,21,412,31,1.11,7.35,1.19,3.18,0.45
Cotton,6.67,0.9,0.94,577,16,147,18,1.8,2.18,0.63,4.37,1.32
Cotton,8.23,0.99,0.9,500,10,348,9,0.64,4.21,0.77,1.5,0.5
Bajra,8.27,0.45,1.08,348,10,272,27,1.66,2.66,0.38,6.88,0.5
Grapes,7.99,1.38,1.0,346,36,264,31,0.57,7.94,0.47,6.09,0.47
Bajra,7.36,1.33,0.34,604,13,500,24,1.33,9.6,1.86,7.04,0.31
Gram,5.99,0.13,0.58,602,25,486,40,2.0,6.28,0.48,7.2,0.68
Jowar,6.32,0.48,1.13,170,15,188,18,0.88,7.96,0.63,1.68,0.23
Soybean,7.4,0.41,1.16,178,41,199,53,0.54,6.36,0.78,4.92,0.51
Groundnut,6.15,0.61,0.76,197,35,409,48,2.0,6.33,0.57,1.29,0.56
Wheat,8.03,0.12,0.54,260,36,389,7,1.01,6.87,1.66,7.94,1.27
Onion,6.49,0.46,0.53,150,27,536,24,1.09,9.68,1.85,6.49,1.49
Wheat,6.87,0.78,0.71,548,36,110,57,1.43,7.0,1.19,3.1,1.08
Tur,7.34,0.35,1.18,553,44,198,25,1.8,8.36,0.52,3.62,1.03
Jowar,7.27,0.32,1.1,417,29,595,27,0.88,4.22,0.96,5.4,0.36
Bajra,6.55,0.17,0.67,222,27,302,41,1.56,2.6,1.38,4.67,0.36
Tomato,5.67,0.44,0.89,643,18,121,34,1.42,9.49,1.92,4.17,1.22
Grapes,7.57,1.07,0.3,446,5,214,37,1.88,8.9,0.55,3.8,0.19
Jowar,6.66,1.46,1.06,286,43,157,13,1.41,9.57,0.69,3.63,1.5
Onion,7.92,0.89,0.38,589,16,530,35,0.46,7.57,0.66,7.16,0.56
Tur,7.53,1.37,0.22,359,34,459,33,1.82,5.49,0.44,4.46,0.29
Bajra,6.81,1.02,0.75,441,26,197,19,0.38,8.31,1.42,4.72,1.49
Tur,6.74,0.21,0.28,228,36,331,9,1.82,7.37,0.46,7.67,0.63
Onion,6.56,0.8,0.79,634,19,201,42,1.1,7.82,1.42,3.35,0.72
Onion,5.8,0.27,1.08,171,6,330,15,1.54,9.36,0.4,3.82,0.72
Bajra,7.35,0.63,0.29,436,13,427,53,0.58,6.82,1.07,3.63,0.87
Maize,6.51,1.2,0.27,490,45,455,45,1.03,7.91,0.49,5.04,1.49
Grapes,6.13,1.34,0.64,514,22,597,46,0.6,6.57,1.94,2.2,1.3
Tomato,7.94,1.44,0.67,437,37,378,52,1.61,2.79,1.9,7.34,0.84
Bajra,7.13,1.45,0.46,236,12,162,31,0.34,5.11,0.11,3.15,0.87
Rice,7.05,1.07,0.76,363,40,232,57,0.63,4.27,0.2,5.98,0.37
Jowar,6.37,0.17,0.8,387,15,463,29,1.76,6.87,0.94,6.07,0.29
Wheat,6.3,1.45,0.71,378,16,115,44,0.9,2.89,0.56,5.51,1.4
Tur,7.97,1.35,0.29,226,42,503,50,1.8,4.53,0.87,2.71,1.14
Banana,7.32,0.55,0.36,254,41,381,8,1.89,5.32,0.81,1.1,0.68
Jowar,6.08,0.11,0.88,290,11,491,7,1.21,8.43,1.28,5.42,0.68
Tur,7.37,0.11,1.11,221,42,271,53,1.2,2.08,1.08,1.41,1.39
Tomato,8.26,0.54,0.42,160,22,528,5,0.83,9.71,1.85,2.53,1.22
Sugarcane,7.69,0.79,0.24,189,38,373,31,1.89,3.34,1.98,3.82,0.61
Rice,5.89,0.31,0.75,406,13,147,52,1.29,2.31,1.95,5.57,0.25
Soybean,6.19,1.46,0.9,383,41,564,9,1.38,5.82,1.6,4.07,1.3
Onion,6.13,0.7,0.25,392,25,207,46,1.99,7.58,0.3,6.71,0.79
Onion,6.78,1.0,0.94,464,40,480,43,1.55,8.49,0.99,6.41,0.72
Jowar,7.75,1.13,0.74,332,38,118,59,0.76,5.69,0.63,1.54,1.17
Banana,6.39,0.95,0.65,643,36,497,41,0.76,4.11,1.9,3.97,0.3
Gram,7.23,1.48,1.04,175,33,319,34,0.67,4.63,0.45,5.08,1.48
Cotton,7.44,0.84,0.44,226,39,536,8,2.0,7.19,0.42,6.25,0.48
Wheat,7.08,1.17,0.4,599,29,212,60,0.89,4.57,1.91,6.88,0.38
Maize,7.78,1.0,0.68,617,24,549,18,0.22,5.51,0.89,1.97,0.81
Bajra,7.96,0.48,0.23,223,11,581,6,1.98,6.99,0.81,7.12,1.43
Grapes,6.33,0.96,0.88,533,40,337,59,0.93,7.49,1.41,3.22,0.32
Onion,5.82,0.33,0.88,534,25,229,40,1.7,9.99,1.5,1.19,1.16
Banana,6.01,1.06,0.79,282,22,582,9,1.08,7.05,0.35,6.1,0.5
Onion,6.94,1.12,0.97,640,20,280,58,1.95,3.36,0.43,2.42,1.49
Sugarcane,5.78,1.2,0.47,583,8,165,49,0.41,5.3,1.09,2.76,0.22
Soybean,7.87,1.23,0.66,320,41,343,57,1.98,7.85,1.54,2.53,1.18
Cotton,7.89,0.6,0.91,504,26,124,39,0.86,8.62,1.94,3.71,1.28
Groundnut,8.48,1.42,0.88,210,31,297,46,0.83,8.85,1.86,6.17,1.42
Wheat,6.37,1.11,0.91,243,10,434,30,1.33,8.68,0.71,1.42,0.63
Banana,7.31,0.4,0.4,339,37,421,55,0.99,2.14,1.53,7.6,1.04
Wheat,7.06,0.35,0.91,571,14,381,23,1.71,9.24,1.68,6.45,0.62
Soybean,8.5,0.73,0.53,646,38,508,56,0.26,2.9,1.84,5.83,0.31
Wheat,6.53,0.45,0.35,472,15,424,8,0.32,7.37,1.72,1.67,0.71
Grapes,7.79,1.24,1.06,231,40,244,53,1.32,8.03,1.19,5.07,1.32
Soybean,6.52,0.41,0.34,605,7,569,50,0.43,5.61,1.0,4.01,0.2
Soybean,8.26,0.14,0.72,170,39,549,5,1.55,2.79,1.9,5.76,1.25
